contract_id,event_date,event_type
8225,2021-03-04 19:26:59,Обращение в службу заботы о клиентах
8225,2021-03-04 19:27:15,Смена пароля
8225,2021-03-04 19:27:27,Предложение IPTV
4438,2021-04-02 13:23:03,Обращение в службу заботы о клиентах
4438,2021-04-02 13:50:19,Предложение ТВ
4438,2021-04-02 13:51:38,Предложение тарифа
4438,2021-04-02 13:52:19,Смена тарифа
4438,2021-04-02 13:52:41,Обращение в службу заботы о клиентах
4438,2021-04-02 17:01:40,Состояние клиентского оборудования
22677,2021-03-23 19:28:06,Обращение в службу заботы о клиентах
5665,2021-03-24 16:07:01,Обращение в службу заботы о клиентах
5665,2021-04-04 11:03:10,Предложение автоплатежа
5665,2021-04-04 11:03:21,Обращение в службу заботы о клиентах
5665,2021-04-12 20:17:20,Включение IPTV-пакета
5665,2021-04-12 20:17:35,Предложение ТВ-пакета
5665,2021-04-12 20:17:48,Обращение в службу заботы о клиентах
1485,2021-04-09 14:02:31,Предложение тарифа
1485,2021-04-09 14:02:37,Смена тарифа
1485,2021-04-09 14:02:52,Обращение в службу заботы о клиентах
1485,2021-04-10 11:23:19,Состояние клиентского оборудования
38791,2021-04-25 12:52:26,Смена пароля
38791,2021-04-25 12:52:59,Обращение в службу заботы о клиентах
4787,2021-04-29 19:07:06,Добавление в Обращались с номеров
21485,2021-04-22 15:08:36,Предложение ТВ
5709,2021-03-29 12:18:04,Реестр договоров
5709,2021-03-29 12:18:11,Реестр договоров
1142,2021-04-14 19:49:00,Предложение ТВ
1142,2021-04-14 19:51:11,Обращение в службу заботы о клиентах
33352,2021-03-21 9:00:20,Обращение в службу заботы о клиентах
33352,2021-03-21 9:00:44,Обращение в службу заботы о клиентах
33352,2021-03-21 9:01:07,Обращение в службу заботы о клиентах
33352,2021-03-21 9:01:56,Обращение в службу заботы о клиентах
33352,2021-04-21 17:03:54,Активация гарантированного платежа
33352,2021-04-21 17:03:55,Предложение автоплатежа
33352,2021-04-21 17:04:14,Обращение в службу заботы о клиентах
33352,2021-04-26 9:40:43,Активация гарантированного платежа
33352,2021-04-26 9:40:45,Обращение в службу заботы о клиентах
33352,2021-04-29 19:32:14,Активация ГП с IVR
24063,2021-03-29 15:14:05,Обращение в службу заботы о клиентах
24063,2021-04-01 18:52:55,Изменение данных клиента
24063,2021-04-01 21:03:34,Включение услуги Аренда ТВ-приставки
24063,2021-04-01 21:03:35,Оборудование
24063,2021-04-01 21:04:50,Состояние клиентского оборудования
38836,2021-03-26 19:42:35,Обращение в службу заботы о клиентах
38836,2021-03-28 15:11:34,Обращение в службу заботы о клиентах
38836,2021-03-30 15:37:34,Обращение в службу заботы о клиентах
38836,2021-03-31 15:17:00,Обращение в службу заботы о клиентах
24199,2021-03-07 14:14:40,Обращение в службу заботы о клиентах
24199,2021-04-28 15:01:12,Добавление в Обращались с номеров
24199,2021-04-28 15:02:41,Предложение автоплатежа
24199,2021-04-28 15:02:51,Обращение в службу заботы о клиентах
22252,2021-04-15 16:43:59,Изменение контактных телефонов
22252,2021-04-23 15:06:53,Включена 10% скидка
22252,2021-04-23 15:06:54,Смена тарифа
38864,2021-04-15 13:43:04,Смена тарифа
38868,2021-03-22 23:37:48,Обращение в службу заботы о клиентах
38878,2021-03-17 17:17:51,Активация ГП с IVR
38878,2021-03-20 17:28:24,Активация гарантированного платежа
38878,2021-03-20 17:28:27,Обращение в службу заботы о клиентах
38878,2021-03-26 18:18:02,Активация ГП с IVR
38878,2021-03-30 19:52:01,Внесение
38878,2021-03-30 19:52:33,Предложение ТВ-пакета
38878,2021-03-30 19:52:37,Обращение в службу заботы о клиентах
38878,2021-03-31 19:51:02,Изменение истории
38878,2021-04-03 7:13:30,Активация ГП с IVR
38878,2021-04-09 19:33:31,Активация ГП с IVR
38878,2021-04-10 17:43:14,Обращение в службу заботы о клиентах
38878,2021-04-11 11:13:57,Обращение в службу заботы о клиентах
38878,2021-04-12 11:11:58,Обращение в службу заботы о клиентах
38889,2021-04-14 14:07:44,Обращение в службу заботы о клиентах
4136,2021-04-08 19:51:57,Обращение в службу заботы о клиентах
4136,2021-04-28 16:49:20,Обращение в службу заботы о клиентах
4136,2021-04-28 16:50:14,Предложение автоплатежа
8057,2021-04-24 9:19:07,Обращение в службу заботы о клиентах
8057,2021-04-24 9:22:42,Предложение ТВ
8057,2021-04-24 9:23:19,Предложение тарифа
8057,2021-04-24 9:23:33,Обращение в службу заботы о клиентах
26859,2021-04-15 15:57:16,Предложение ТВ
26859,2021-04-15 15:57:51,Обращение в службу заботы о клиентах
27152,2021-03-23 17:23:14,Оборудование
27152,2021-03-23 17:23:14,Замена оборудования
27152,2021-03-23 17:23:14,Отключение услуги Аренда ТВ-приставки
27152,2021-03-23 17:23:14,Оборудование
27152,2021-03-23 18:07:04,Состояние клиентского оборудования
27152,2021-03-24 12:31:49,"Отключение услуги ""IPTV-Бонус"""
27152,2021-03-24 12:31:54,"Включение услуги ""IPTV-Бонус"""
27152,2021-03-31 10:46:49,"Отключение услуги ""IPTV-Бонус"""
27152,2021-03-31 10:46:55,"Включение услуги ""IPTV-Бонус"""
8142,2021-04-26 6:15:20,Смена пароля
8142,2021-04-26 6:16:25,Обращение в службу заботы о клиентах
8142,2021-04-26 6:56:01,Обращение в службу заботы о клиентах
8142,2021-04-26 6:56:02,Предложение автоплатежа
8142,2021-04-26 6:57:07,Выключение IPTV-пакета
8142,2021-04-28 19:33:09,Смена пароля
8142,2021-04-28 19:45:26,Обращение в службу заботы о клиентах
8142,2021-04-29 7:24:55,Обращение в службу заботы о клиентах
38915,2021-03-15 15:25:17,Активация точки подключения на сутки
38915,2021-03-15 15:25:18,Активация точки подключения на сутки
4365,2021-03-09 16:25:43,Добавление в Обращались с номеров
4365,2021-03-09 16:26:10,Обращение в службу заботы о клиентах
32450,2021-03-27 11:31:18,Добавление в Обращались с номеров
32450,2021-03-27 11:31:57,Обращение в службу заботы о клиентах
32450,2021-03-27 11:39:20,Предложение ТВ
32450,2021-04-18 19:42:34,Обращение в службу заботы о клиентах
32450,2021-04-18 19:43:56,Обращение в службу заботы о клиентах
31754,2021-03-30 12:25:09,Обращение в службу заботы о клиентах
3860,2021-04-05 20:35:38,Предложение тарифа
3860,2021-04-05 20:35:47,Обращение в службу заботы о клиентах
38950,2021-04-21 17:21:00,Предложение ТВ-пакета
38950,2021-04-21 17:21:36,Обращение в службу заботы о клиентах
38973,2021-03-31 11:05:53,Включение интернета на 20 минут
38973,2021-03-31 11:08:01,Обращение в службу заботы о клиентах
27373,2021-04-03 17:03:27,Предложение тарифа
27373,2021-04-03 17:03:54,Обращение в службу заботы о клиентах
27373,2021-04-17 19:05:49,Предложение ТВ-пакета
27373,2021-04-17 19:05:59,Обращение в службу заботы о клиентах
39006,2021-04-22 14:09:30,Обращение в службу заботы о клиентах
39006,2021-04-22 15:05:08,Обращение в службу заботы о клиентах
21431,2021-03-04 19:26:37,Обращение в службу заботы о клиентах
21431,2021-03-05 17:25:02,Изменение данных клиента
21431,2021-03-05 17:28:40,"Включение услуги ""IPTV-Бонус"""
21431,2021-03-05 17:29:13,Включение услуги Аренда ТВ-приставки
21431,2021-03-05 17:29:13,Оборудование
21431,2021-03-05 17:38:56,Состояние клиентского оборудования
21431,2021-03-17 15:09:31,Обращение в службу заботы о клиентах
21431,2021-03-17 15:14:50,Обращение в службу заботы о клиентах
39027,2021-04-09 12:04:39,Отключение скидки 10%
39027,2021-04-09 12:04:39,Включена 20% скидка
39027,2021-04-09 12:04:39,Смена тарифа
39027,2021-04-10 10:51:18,Обращение в службу заботы о клиентах
39027,2021-04-12 17:31:10,Отключение услуги Аренда ТВ-приставки
39027,2021-04-12 17:31:12,Оборудование
39027,2021-04-12 17:31:35,Обращение в службу заботы о клиентах
3908,2021-04-29 16:45:59,Обращение в службу заботы о клиентах
31210,2021-04-08 11:02:33,Обращение в службу заботы о клиентах
31210,2021-04-08 11:02:39,Предложение ТВ
31210,2021-04-13 16:53:16,Смена тарифа
29875,2021-04-23 19:40:36,Обращение в службу заботы о клиентах
2957,2021-03-26 13:49:06,Обращение в службу заботы о клиентах
2957,2021-04-29 22:07:17,Обращение в службу заботы о клиентах
27523,2021-03-17 10:51:34,Обращение в службу заботы о клиентах
27523,2021-03-20 13:16:25,Обращение в службу заботы о клиентах
27523,2021-03-20 18:54:19,Состояние клиентского оборудования
39107,2021-03-27 21:07:04,Обращение в службу заботы о клиентах
39107,2021-03-27 21:09:07,Удаление телефона из записи
39107,2021-03-27 21:09:09,Изменение контактных телефонов
39107,2021-03-27 21:51:14,Обращение в службу заботы о клиентах
39107,2021-03-27 21:54:14,Операция с mac-адресом
39107,2021-03-27 22:09:03,Предложение ТВ
22880,2021-03-05 10:02:05,Активация ГП с IVR
22880,2021-03-11 15:01:01,Обращение в службу заботы о клиентах
22880,2021-03-11 15:05:18,Внесение
22880,2021-03-11 15:37:35,Изменение истории
22880,2021-04-05 6:24:41,Предложение тарифа
22880,2021-04-23 18:48:32,Обращение в службу заботы о клиентах
39135,2021-04-15 12:26:17,Предложение тарифа
39135,2021-04-15 12:28:42,Обращение в службу заботы о клиентах
39135,2021-04-15 17:15:21,Состояние клиентского оборудования
39139,2021-04-23 17:10:25,Внутреннее сообщение
39139,2021-04-26 18:39:07,Изменение данных клиента
39139,2021-04-26 18:39:09,Смена IP-адреса
39139,2021-04-29 19:50:52,Состояние клиентского оборудования
39144,2021-04-13 22:29:01,Реестр договоров
39144,2021-04-13 22:29:08,Реестр договоров
3783,2021-03-08 20:30:21,Обращение в службу заботы о клиентах
3783,2021-03-24 20:53:50,Реестр договоров
3783,2021-03-24 20:53:59,Реестр договоров
3783,2021-04-08 20:25:20,Предложение тарифа
3783,2021-04-08 20:26:04,Обращение в службу заботы о клиентах
22036,2021-03-26 19:44:54,Смена пароля
22036,2021-03-26 19:46:23,Обращение в службу заботы о клиентах
5345,2021-03-17 14:54:05,Удаление из Обращались с номеров
5345,2021-03-17 15:00:36,Обращение в службу заботы о клиентах
5345,2021-03-17 15:11:48,Обращение в службу заботы о клиентах
5345,2021-03-17 15:57:58,Внутреннее сообщение
5345,2021-04-15 8:36:15,Обращение в службу заботы о клиентах
5345,2021-04-15 16:54:55,Внутреннее сообщение
5345,2021-04-15 16:59:42,Обращение в службу заботы о клиентах
5345,2021-04-16 11:17:30,Закрепление сообщения
5345,2021-04-16 11:18:00,Внутреннее сообщение
5345,2021-04-18 10:59:07,Изменение контактных телефонов
5345,2021-04-18 11:30:57,Изменение данных клиента
5345,2021-04-18 11:30:59,Смена IP-адреса
5345,2021-04-18 11:31:00,Смена тарифа
5345,2021-04-18 11:31:00,Внутреннее сообщение
5345,2021-04-18 11:34:36,Смена следующего тарифа
5345,2021-04-18 11:35:34,Изменение истории
5345,2021-04-19 16:05:28,Закрепление сообщения
5345,2021-04-19 16:05:33,Закрепление сообщения
3388,2021-04-12 19:13:58,Предложение ТВ
3388,2021-04-12 19:14:08,Обращение в службу заботы о клиентах
1007,2021-03-30 18:21:41,Реестр договоров
32242,2021-03-24 18:31:51,Обращение в службу заботы о клиентах
32242,2021-03-25 10:15:07,Предложение тарифа
32242,2021-03-25 10:15:07,Предложение ТВ-пакета
32242,2021-04-11 20:29:49,Обращение в службу заботы о клиентах
32242,2021-04-11 20:30:10,"Предложение акции ""Пригласи друга"""
39177,2021-03-24 12:26:53,Внутреннее сообщение
24005,2021-04-12 13:49:11,Реестр договоров
39202,2021-03-26 14:34:37,Обращение в службу заботы о клиентах
39202,2021-03-30 12:50:39,Обращение в службу заботы о клиентах
39202,2021-03-30 13:59:46,Обращение в службу заботы о клиентах
39205,2021-03-05 15:14:45,Внутреннее сообщение
39205,2021-03-11 17:16:10,Обращение в службу заботы о клиентах
39205,2021-04-23 16:30:34,Добавление в Обращались с номеров
39205,2021-04-23 16:33:26,Обращение в службу заботы о клиентах
39214,2021-04-06 13:05:28,Обращение в службу заботы о клиентах
30308,2021-03-02 15:39:37,Обращение в службу заботы о клиентах
25300,2021-04-20 16:53:48,Предложение тарифа
25300,2021-04-20 16:53:57,Обращение в службу заботы о клиентах
3020,2021-04-12 21:35:09,Добавление в Обращались с номеров
3020,2021-04-12 21:38:30,Обращение в службу заботы о клиентах
3020,2021-04-13 16:00:02,Состояние клиентского оборудования
39264,2021-04-02 11:48:31,Обращение в службу заботы о клиентах
25784,2021-03-12 10:05:01,Закрепление сообщения
25784,2021-03-12 10:05:12,Закрепление сообщения
25784,2021-03-12 10:05:51,Внутреннее сообщение
25784,2021-03-30 23:43:33,Реестр договоров
25784,2021-03-30 23:43:40,Реестр договоров
2112,2021-03-01 11:08:31,Добавление в Обращались с номеров
2112,2021-03-01 11:08:53,Обращение в службу заботы о клиентах
39373,2021-03-01 14:37:05,Изменение контактных телефонов
39388,2021-03-27 15:09:33,Обращение в службу заботы о клиентах
39388,2021-03-27 15:22:03,Обращение в службу заботы о клиентах
39388,2021-03-27 15:24:07,Предложение ТВ
39388,2021-03-27 15:24:07,Предложение тарифа
39400,2021-04-12 13:28:02,Реестр договоров
39400,2021-04-12 13:28:14,Реестр договоров
27210,2021-03-24 14:54:49,Отключение скидки
27210,2021-03-24 14:54:54,Включена 20% скидка
27210,2021-03-24 16:01:16,Добавление в Обращались с номеров
27210,2021-03-24 16:01:37,Обращение в службу заботы о клиентах
27210,2021-03-24 16:02:46,Предложение ТВ
27797,2021-03-10 16:27:20,Предложение IPTV
27797,2021-03-10 16:40:20,Обращение в службу заботы о клиентах
27797,2021-04-24 21:18:12,Добавление в Обращались с номеров
27797,2021-04-24 21:19:10,Обращение в службу заботы о клиентах
27797,2021-04-24 21:32:29,Обращение в службу заботы о клиентах
27797,2021-04-25 12:31:13,Операция с mac-адресом
27797,2021-04-25 12:35:36,Состояние клиентского оборудования
1731,2021-04-21 2:47:28,Предложение ТВ
1731,2021-04-24 16:28:03,Удаление телефона из записи
1731,2021-04-24 16:28:19,Обращение в службу заботы о клиентах
2984,2021-03-03 18:33:42,Обращение в службу заботы о клиентах
2984,2021-04-23 15:42:17,Обращение в службу заботы о клиентах
2984,2021-04-23 15:42:26,Отключение услуги Аренда ТВ-приставки
2984,2021-04-23 15:42:29,Оборудование
2984,2021-04-23 15:43:51,Включение услуги Аренда ТВ-приставки
2984,2021-04-23 15:43:51,Оборудование
2984,2021-04-23 15:44:08,Изменение истории
2984,2021-04-26 19:25:08,Предложение тарифа
23292,2021-03-28 17:54:24,Смена пароля
23292,2021-03-28 17:54:41,Предложение ТВ
23292,2021-03-28 17:55:00,Обращение в службу заботы о клиентах
4549,2021-04-19 11:36:33,Добавление в Обращались с номеров
4549,2021-04-19 11:39:23,Обращение в службу заботы о клиентах
4549,2021-04-19 11:42:14,Предложение тарифа
3226,2021-03-19 10:10:35,Обращение в службу заботы о клиентах
3226,2021-03-19 10:11:39,Предложение IPTV
3226,2021-03-19 10:13:44,Обращение в службу заботы о клиентах
38343,2021-03-16 22:36:29,Обращение в службу заботы о клиентах
38343,2021-03-16 22:49:27,Обращение в службу заботы о клиентах
30181,2021-04-10 10:15:27,Включение интернета на 20 минут
30181,2021-04-10 10:15:28,Включение интернета на 20 минут
30181,2021-04-10 10:16:47,Обращение в службу заботы о клиентах
30181,2021-04-10 10:20:00,Предложение ТВ
30181,2021-04-10 10:20:06,Обращение в службу заботы о клиентах
39462,2021-03-26 16:17:54,Состояние клиентского оборудования
39462,2021-03-30 15:32:20,Обращение в службу заботы о клиентах
39466,2021-03-21 16:21:20,Обращение в службу заботы о клиентах
39466,2021-03-21 16:22:37,Смена пароля
39466,2021-03-23 10:39:18,Обращение в службу заботы о клиентах
39466,2021-03-23 21:02:37,Обращение в службу заботы о клиентах
39466,2021-03-23 21:02:53,Обращение в службу заботы о клиентах
39466,2021-03-24 21:13:21,Обращение в службу заботы о клиентах
39466,2021-03-25 22:22:05,Состояние клиентского оборудования
39466,2021-04-29 17:50:46,Обращение в службу заботы о клиентах
1792,2021-03-13 13:28:56,Изменение данных клиента
1792,2021-03-13 13:29:15,Изменение данных клиента
1792,2021-03-13 13:29:18,Смена IP-адреса
1792,2021-03-13 13:29:55,Смена пароля
1792,2021-03-13 13:31:31,Смена тарифа
1792,2021-03-13 13:32:23,Смена тарифа
24076,2021-03-15 19:18:16,Обращение в службу заботы о клиентах
24076,2021-03-17 19:38:38,Добавление в Обращались с номеров
24076,2021-03-17 19:54:08,Обращение в службу заботы о клиентах
24076,2021-03-17 19:59:03,Смена пароля
1643,2021-03-01 15:44:25,Обращение в службу заботы о клиентах
1643,2021-03-01 15:57:32,Предложение IPTV
1643,2021-04-04 15:48:30,Включение интернета на 20 минут
1643,2021-04-04 15:48:42,Обращение в службу заботы о клиентах
39481,2021-03-02 23:40:46,Обращение в службу заботы о клиентах
39481,2021-03-18 7:26:11,Обращение в службу заботы о клиентах
39481,2021-03-19 17:43:47,Включена 20% скидка
39481,2021-04-25 21:16:54,Обращение в службу заботы о клиентах
29539,2021-03-06 19:52:50,Обращение в службу заботы о клиентах
29539,2021-03-19 19:52:55,Обращение в службу заботы о клиентах
29539,2021-03-19 20:04:36,Обращение в службу заботы о клиентах
29539,2021-04-11 19:08:45,Предложение тарифа
29539,2021-04-11 19:08:51,Обращение в службу заботы о клиентах
39496,2021-03-25 18:22:43,Обращение в службу заботы о клиентах
39496,2021-03-28 6:41:22,Обращение в службу заботы о клиентах
39496,2021-03-30 17:39:51,Обращение в службу заботы о клиентах
6360,2021-04-08 19:00:58,Обращение в службу заботы о клиентах
1633,2021-03-04 16:21:53,Обращение в службу заботы о клиентах
5006,2021-04-02 9:34:22,Перенос денежных средств
21187,2021-03-30 15:36:49,Обращение в службу заботы о клиентах
21187,2021-04-02 18:51:14,Предложение ТВ
21187,2021-04-02 18:56:00,Обращение в службу заботы о клиентах
21187,2021-04-02 20:30:07,Состояние клиентского оборудования
25233,2021-03-30 12:27:58,Обращение в службу заботы о клиентах
39556,2021-03-31 23:17:57,Реестр договоров
39587,2021-03-21 13:25:32,Обращение в службу заботы о клиентах
39588,2021-03-19 17:24:36,Обращение в службу заботы о клиентах
39588,2021-03-19 18:22:54,Изменение истории
39588,2021-03-19 18:23:00,Изменение истории
39588,2021-03-19 18:23:05,Изменение истории
39588,2021-03-19 18:24:32,Продление действия тарифа
39588,2021-04-04 10:47:02,Обращение в службу заботы о клиентах
39588,2021-04-08 10:54:13,Смена тарифа
39588,2021-04-29 22:48:16,Обращение в службу заботы о клиентах
39602,2021-04-27 21:43:11,Обращение в службу заботы о клиентах
8208,2021-03-10 17:58:35,Обращение в службу заботы о клиентах
8208,2021-03-17 8:03:44,Смена схемы оплаты
8208,2021-03-17 8:04:09,Обращение в службу заботы о клиентах
8208,2021-03-23 19:08:07,Обращение в службу заботы о клиентах
8208,2021-03-23 19:09:44,Активация гарантированного платежа
8208,2021-03-23 19:10:46,Предложение тарифа
8208,2021-04-04 9:21:48,Смена схемы оплаты
8208,2021-04-04 9:22:07,Включение интернета на 20 минут
8208,2021-04-04 9:22:17,Предложение автоплатежа
8208,2021-04-04 9:22:46,Обращение в службу заботы о клиентах
8208,2021-04-04 9:23:42,Обращение в службу заботы о клиентах
8208,2021-04-04 9:26:07,Обращение в службу заботы о клиентах
8208,2021-04-04 10:03:54,Включение интернета на 20 минут
8208,2021-04-04 10:06:09,Обращение в службу заботы о клиентах
8208,2021-04-29 14:49:26,Обращение в службу заботы о клиентах
2736,2021-03-07 16:41:11,Обращение в службу заботы о клиентах
4206,2021-03-07 12:28:28,Обращение в службу заботы о клиентах
4206,2021-03-11 21:10:05,Состояние клиентского оборудования
3345,2021-04-13 19:47:24,Изменение данных клиента
3345,2021-04-13 19:47:26,Смена IP-адреса
3345,2021-04-13 19:53:31,Изменение данных клиента
3345,2021-04-13 19:54:08,Операция с mac-адресом
3345,2021-04-14 10:22:22,Смена тарифа
32324,2021-03-04 12:53:54,Обращение в службу заботы о клиентах
25590,2021-04-10 13:28:45,Добавление в Обращались с номеров
25590,2021-04-10 13:28:49,Предложение ТВ
25590,2021-04-10 13:35:27,Обращение в службу заботы о клиентах
25590,2021-04-10 15:15:17,"Включение услуги ""IPTV-Бонус"""
25590,2021-04-10 15:17:00,Включение услуги Аренда ТВ-приставки
25590,2021-04-10 15:17:01,Включение IPTV-пакета
25590,2021-04-10 15:17:01,Оборудование
25590,2021-04-10 15:27:55,Включение услуги Аренда ТВ-приставки
25590,2021-04-10 15:27:55,Оборудование
25590,2021-04-10 15:28:34,Смена тарифа
25590,2021-04-10 15:30:36,Изменение данных клиента
25590,2021-04-10 15:41:57,Состояние клиентского оборудования
39651,2021-04-06 19:06:03,Предложение ТВ
39651,2021-04-06 19:06:19,Обращение в службу заботы о клиентах
39651,2021-04-20 17:55:50,Обращение в службу заботы о клиентах
39651,2021-04-20 17:58:53,Обращение в службу заботы о клиентах
39651,2021-04-20 18:05:06,Обращение в службу заботы о клиентах
39651,2021-04-20 18:05:10,Обращение в службу заботы о клиентах
39658,2021-03-10 18:28:28,Активация ГП с IVR
39658,2021-03-28 20:08:49,Активация ГП с IVR
39658,2021-04-11 17:46:53,Активация автоматического гарантированного платежа
39658,2021-04-11 17:47:14,Обращение в службу заботы о клиентах
39658,2021-04-15 22:31:54,Активация ГП с IVR
39658,2021-04-25 19:11:11,Активация ГП с IVR
39681,2021-03-27 18:21:36,Обращение в службу заботы о клиентах
39681,2021-04-06 19:23:48,Обращение в службу заботы о клиентах
39682,2021-03-22 10:19:16,Обращение в службу заботы о клиентах
39686,2021-03-04 11:45:50,Добавление в Обращались с номеров
39686,2021-03-04 11:47:01,Обращение в службу заботы о клиентах
39686,2021-03-04 12:21:14,Обращение в службу заботы о клиентах
23512,2021-04-06 14:41:27,Отключение скидки 20%
23512,2021-04-06 14:41:27,Включена 30% скидка
23512,2021-04-06 14:41:28,Смена тарифа
23512,2021-04-06 14:41:40,Изменение истории
23512,2021-04-06 14:41:50,Без границ бесплатно. Включение
39703,2021-03-16 17:05:16,Обращение в службу заботы о клиентах
5886,2021-03-09 14:55:51,Обращение в службу заботы о клиентах
4608,2021-04-08 13:29:08,Включена 20% скидка
4608,2021-04-08 13:29:09,Смена тарифа
4608,2021-04-08 13:29:22,Изменение истории
39802,2021-03-06 15:46:31,Обращение в службу заботы о клиентах
23373,2021-04-06 10:41:08,Внутреннее сообщение
23373,2021-04-24 11:52:16,Обращение в службу заботы о клиентах
23373,2021-04-24 11:54:30,Предложение ТВ-пакета
39815,2021-04-19 19:31:13,Обращение в службу заботы о клиентах
39815,2021-04-19 19:33:02,Предложение ТВ-пакета
5220,2021-03-30 16:55:28,Обращение в службу заботы о клиентах
5220,2021-03-30 16:56:26,Предложение ТВ
5220,2021-03-30 17:21:24,Обращение в службу заботы о клиентах
39843,2021-03-14 15:48:33,Обращение в службу заботы о клиентах
39843,2021-03-14 15:50:43,Предложение IPTV
39843,2021-04-11 18:44:23,Активация ГП с IVR
39843,2021-04-21 13:39:16,Активация ГП с IVR
39843,2021-04-28 18:04:26,Обращение в службу заботы о клиентах
39844,2021-03-12 19:29:03,"Включение услуги ""Ограничение функций ТВ"""
39844,2021-03-12 19:29:25,Включение IPTV-пакета
39844,2021-03-12 19:29:28,Включение IPTV-пакета
39844,2021-03-12 19:29:31,Выключение IPTV-пакета
39844,2021-03-12 19:29:36,Включение IPTV-пакета
39844,2021-03-12 19:29:55,Изменение истории
39844,2021-03-12 19:30:33,Изменение истории
39844,2021-03-12 19:31:19,Изменение истории
39844,2021-03-12 19:31:37,Изменение истории
39844,2021-03-12 19:35:37,Обращение в службу заботы о клиентах
39844,2021-03-19 7:24:55,Смена схемы оплаты
39844,2021-03-19 7:26:11,Смена схемы оплаты
39844,2021-03-19 16:01:48,Смена схемы оплаты
39844,2021-03-19 16:02:12,Обращение в службу заботы о клиентах
31691,2021-03-01 22:06:58,Обращение в службу заботы о клиентах
31691,2021-03-10 14:22:18,Обращение в службу заботы о клиентах
31691,2021-03-25 11:49:47,Реестр договоров
31691,2021-04-06 19:17:05,Обращение в службу заботы о клиентах
31691,2021-04-13 16:41:06,Предложение тарифа
31691,2021-04-13 16:41:21,Обращение в службу заботы о клиентах
31691,2021-04-16 9:06:16,Обращение в службу заботы о клиентах
6936,2021-04-15 14:39:53,Смена пароля
6936,2021-04-15 14:40:04,Обращение в службу заботы о клиентах
3716,2021-04-09 23:26:45,Реестр договоров
39873,2021-03-16 11:14:58,Добавление в Обращались с номеров
39873,2021-03-16 11:19:27,Предложение IPTV
39873,2021-03-16 11:20:58,Обращение в службу заботы о клиентах
39890,2021-03-02 12:23:04,"Включение услуги ""IPTV-Бонус"""
39890,2021-03-02 12:36:30,Активация точки подключения на сутки
39890,2021-03-02 12:43:30,Включение услуги Аренда ТВ-приставки
39890,2021-03-02 12:43:30,Включение IPTV-пакета
39890,2021-03-02 12:43:30,Оборудование
39890,2021-03-02 12:59:29,Состояние клиентского оборудования
39890,2021-03-05 17:14:09,Обращение в службу заботы о клиентах
39890,2021-03-19 14:04:23,Обращение в службу заботы о клиентах
39890,2021-04-07 22:36:38,Реестр договоров
22023,2021-03-30 10:44:29,Изменение контактных телефонов
22023,2021-04-01 16:48:06,Удаление из Обращались с номеров
39920,2021-03-02 23:21:21,Обращение в службу заботы о клиентах
39920,2021-04-05 0:14:04,Обращение в службу заботы о клиентах
39920,2021-04-07 11:34:26,Обращение в службу заботы о клиентах
39920,2021-04-08 20:55:35,Обращение в службу заботы о клиентах
39920,2021-04-09 11:50:57,Состояние клиентского оборудования
39920,2021-04-10 11:42:41,Удаление из Обращались с номеров
39920,2021-04-10 12:12:19,Состояние клиентского оборудования
39953,2021-03-09 16:45:13,Смена тарифа
39953,2021-03-09 16:45:27,Изменение истории
39953,2021-03-09 16:45:34,Включена 30% скидка
3176,2021-03-09 9:53:57,Обращение в службу заботы о клиентах
38406,2021-03-25 17:18:50,Обращение в службу заботы о клиентах
28060,2021-03-05 9:24:22,Обращение в службу заботы о клиентах
28060,2021-03-18 11:05:55,Обращение в службу заботы о клиентах
29536,2021-03-11 23:02:57,Обращение в службу заботы о клиентах
29536,2021-04-01 14:10:56,Внутреннее сообщение
23523,2021-03-02 22:24:56,Обращение в службу заботы о клиентах
23523,2021-04-03 15:08:16,Обращение в службу заботы о клиентах
23523,2021-04-03 15:33:55,Обращение в службу заботы о клиентах
23523,2021-04-21 11:21:06,Предложение ТВ
23523,2021-04-21 11:33:06,Обращение в службу заботы о клиентах
40000,2021-04-07 23:20:41,Обращение в службу заботы о клиентах
4812,2021-04-02 21:28:30,Изменение данных клиента
4812,2021-04-02 21:28:30,Возвращение клиента
4812,2021-04-02 21:29:20,Операция с mac-адресом
4812,2021-04-02 21:32:12,Смена тарифа
4812,2021-04-02 21:44:03,Операция с mac-адресом
4812,2021-04-27 21:08:04,Обращение в службу заботы о клиентах
40015,2021-04-07 22:20:39,Предложение тарифа
40015,2021-04-07 22:21:06,Обращение в службу заботы о клиентах
40015,2021-04-08 14:19:09,Обращение в службу заботы о клиентах
40015,2021-04-12 20:34:45,"Включение услуги ""IPTV-Бонус"""
40015,2021-04-12 20:35:05,Включение услуги Аренда ТВ-приставки
40015,2021-04-12 20:35:05,Включение IPTV-пакета
40015,2021-04-12 20:35:05,Оборудование
40015,2021-04-12 20:35:42,Состояние клиентского оборудования
24262,2021-03-11 19:58:16,Обращение в службу заботы о клиентах
24262,2021-03-11 19:58:54,Смена пароля
4178,2021-03-11 11:55:55,Обращение в службу заботы о клиентах
4178,2021-03-11 12:54:15,Смена тарифа
4178,2021-03-11 12:54:30,Включена 30% скидка
4178,2021-03-11 12:54:39,Смена схемы оплаты
40079,2021-04-22 10:59:03,Обращение в службу заботы о клиентах
40079,2021-04-23 15:26:28,Смена пароля
